,Character,Dialog
787,Aldrich Killian,"You know what my old man used to say to me? One of his favourite of many sayings... ""The early bird gets the worm, but the second mouse gets the cheese."""
788,Tony Stark,"You're not still pissed off about the Switzerland thing, are you?"
789,Aldrich Killian,"How can I be pissed at you, Tony? I'm here to thank you. You gave me the greatest gift that anybody's ever given me. Desperation. If you think back to Switzerland, you said you'd meet me on the rooftop, right? Well, for the first 20 minutes, I actually thought you'd show up. And the next hour... I considered taking that one-step shortcut to the lobby. If you know what I mean."
790,Tony Stark,"Honestly, I'm still trying to figure out what happened to the first mouse."
791,Aldrich Killian,"But as I looked out over that city, nobody knew I was there, nobody could see me, no one was even looking. I had a thought that would guide me for years to come. Anonymity, Tony. Thanks to you, it's been my mantra ever since. Right? You simply rule from behind the scenes. Because the second you give evil a face, a bin Laden, a Gaddafi, a Mandarin, you hand the people a target."
792,Tony Stark,You're something else.
793,Aldrich Killian,"You have met him, I assume?"
794,Tony Stark,Yes. Sir Laurence Oblivier.
795,Aldrich Killian,"I know he's a little over the top sometimes. It's not entirely my fault. He has a tenden... He's a stage actor. They say his Lear was the toast of Croydon, wherever that is. Anyway, the point is, ever since that big dude with the hammer fell out of the sky, subtlety has kind of had its day."
796,Tony Stark,What's next for you in your world?
797,Aldrich Killian,"Well, I wanted to repay you the selfsame gift that you so graciously imparted to me.  Desperation. Now, this is live. I'm not sure if you can tell, but at this moment the body is trying to decide whether to accept Extremis or just give up. And if it gives up, I have to say, the detonation is quite spectacular. But until that point, it's really just a lot of pain. We haven't even talked salary yet. What kind of perk package are you thinking of?"
798,Maya Hansen,Let him go.
799,Aldrich Killian,"Hold on, hold on. Maya..."
800,Maya Hansen,"I said, let him go."
801,Aldrich Killian,What are you doing?
802,Maya Hansen,"1200 CCs. A dose half of this size, I'm dead."
803,Aldrich Killian,"It's times like this my temper is tested somewhat. Maya, give me the injector."
804,Maya Hansen,"If I die, Killian, what happens to your soldiers? What happens to your product?"
805,Aldrich Killian,"We're not doing this, okay?"
806,Maya Hansen,What happens to you? What happens if you go too hot?
807,Aldrich Killian,"The good news is, a high-level position has just been vacated."
808,Tony Stark,You are a maniac.
809,Aldrich Killian,"No, I'm a visionary. But I do own a maniac. And he takes the stage tonight.  Once we get the Patriot installed, it will take me nine or 10 minutes for the takedown."
810,Savin,"Well, that's great, but the last time I looked there was somebody inside of it."
811,Aldrich Killian,"Afternoon, gentlemen.  Oh! We'll get you out of there. Don't worry."
812,Savin,You'll damage the armour.
813,Aldrich Killian,"Yes, I will. But you can fix it, right? I'm gonna take the Chinook to base camp. And I want Potts with me."
814,Savin,She's still in Phase Two.
815,Aldrich Killian,"You're not going deaf, are you?"
816,Tony Stark,"Careful, there. It's a limited edition. Hey, uh, Ponytail Express. What's the mileage count between Tennessee and Miami?"
817,Guard #1,832 miles.
818,Tony Stark,Very nice.
819,Guard #1,"I'm good like that. Can you, uh, stop that?"
820,Tony Stark,"Break it, you bought it."
821,Guard #2,I think I bought it.
822,Tony Stark,"Okay, that wasn't mine to give away. That belongs to my friend's sister. And that's why I'm gonna kill you first."
823,Guard #2,What are you gonna do to me?
824,Tony Stark,You'll see.
825,Guard #2,You're zip-tied to a bed. This.
826,Alrich Killian,Are you coming out?
827,Rhodey,
828,Aldrich Killian,"It's a glorious day, Savin. This time tomorrow, I'll have the West's most powerful leader in one hand, and the world's most feared terrorist in the other. I'll own the war on terror. Create supply and demand. For you, for your brothers and sisters."
829,Tony Stark,"Trust me, you're gonna be in a puddle of blood on the ground in five, four, three... Come on! Two..."
830,Guard #2,How did we get this shift?
831,Tony Stark,"All right, I'm gonna give you a chance to escape. Put down your weapons. Tie yourselves to those chairs. I'll let you live. In five, four, bang!"
832,Guard #2,Wow. That was...
833,Tony Stark,You should be gone by now. You should've already been gone.
834,Guard #2,I am just beyond terrified.
835,Tony Stark,"Here it comes. Three, four..."
836,Guard #2,Shut up.
837,Tony Stark,
838,Man,"Honestly, I hate working here. They are so weird."
839,Tony Stark,"Ah! Better late than never.  Not this time. Not the face. Phew! It's good to be back. Hello, by the way."
840,JARVIS,"Oh, hello, sir."
841,Guard,"All personnel, Stark is loose and somewhere in the compound. Repeat, Stark is loose and somewhere in the compound."
842,Tony Stark,"Ah! Let's go!  Aw, crap."
843,Rhodey,Tony?
844,Tony Stark,"Rhodey, tell me that was you in the suit."
845,Rhodey,No. You got yours'?
846,Tony Stark,"Uh... Mmm. Kind of. Main house, as fast as you can. There's somebody I'd like you to meet."
847,Rhodey,"You, you, you! Move! Get out!"
848,Tony Stark,The room is secure. I have eyes on the Mandarin.
849,Rhodey,What's this? I had winners.
850,Tony Stark,What have you come as?
851,Rhodey,"You make a move, and I break your face."
852,Tony Stark,I never thought people had been hurt. They lied to me.
853,Rhodey,This is the Mandarin?
854,Tony Stark,"Yeah, I know, it's... It's embarrassing."
855,Trevor Slattery,"Hi, Trevor. Trevor Slattery. I know I'm shorter in person. A bit smaller. Everyone says that. But, um, hey, if you're here to arrest me, there's some people I'd like to roll on."
856,Tony Stark,"Here's how it works, Meryl Streep."
857,Rhodey,You tell him where Pepper is and he'll stop doing it.
858,Trevor Slattery,"Doing what? Ow, I get it! Ow! That hurt. I get it! I get it! I don't know about any Pepper, but I know about the plan."
859,Tony Stark,Spill.
860,Rhodey,Do you know what they did to my suit?
861,Tony Stark,What? No. But I do know it's happening off the coast. Something to do with a big boat. I can take you there.
862,Trevor Slattery,"Woah!  Ole', ole', ole', ole'..."
863,Rhodey,"Tony, I swear to God, I'm gonna blow his face off."
864,Tony Stark,"Oh, and this next bit may include the vice president as well. Is that... Is that important?"
865,Rhodey,"Yeah, a little bit."
866,Tony Stark,So?
867,Rhodey,"What are we gonna do? I mean, we don't have any transport."
868,Tony Stark,"Right.  Hey, Ringo. Didn't you say something about a ""lovely speedboat""? If he's right about the location, we're 20 minutes from where Pepper is."
869,Rhodey,"But we also have to figure out this vice president thing, right?"
870,Tony Stark,Right. I wonder who I'm calling right now. Oh! That's the vice president.
871,Vice President,Thanks. Hello?
872,Tony Stark,"Sir, this is Tony Stark."
873,Vice President,Welcome back to the land of the living.
874,Tony Stark,We believe you're about to be drawn into the Mandarin campaign. We gotta get you somewhere safe as soon as possible.
875,Vice President,"Mr Stark, I'm about to eat honey-roast ham, surrounded by the Agency's finest. The president's safe on Air Force One with Colonel Rhodes. I think we're good, here."
876,Rhodey,"Sir, this is Colonel Rhodes. They're using the Iron Patriot as a Trojan horse. They're gonna take out the president somehow. We have to immediately alert that plane."
877,Vice President,"Okay, I'm on it. I'll have security lock it down. If need be, they can have F-22s in the air in 30 seconds. Thank you, Colonel."
878,Rhodey,Rhodes and Stark out.
879,Man,"Everything okay, sir?"
880,Vice President,"Couldn't be better.  I love you, babe."
881,President Ellis,"Colonel Rhodes.  Glad to see you could make it, son. I feel safer already."
882,Rhodey,"We gotta make a decision. We can either save the president, or Pepper. We can't do both."
883,JARVIS,"Sir, I have an update from Malibu. The cranes have finally arrived, and the cellar doors are being cleared as we speak."
884,Tony Stark,And what about the suit I'm wearing?
885,JARVIS,The armour is now at 92%.
886,Tony Stark,That's going to have to do.
887,Military Aide,"Everything all right, Colonel? [Iron Patriot kills the aide and people begin shooting at him. He kills everyone beside the President. The helmet lifts up to reveal Savin."
888,Savin,"It is an honour, Mr President."
889,President Ellis,"If you're gonna do it, do it!"
890,Savin,"Whoa! Cool your boots, sir. That's not how the Mandarin works."
891,Officer,"Sir, Air Force One has been compromised. Internal shots, temperature spikes."
892,Officer #2,Get me eyes on it now.
893,Officer,"Image coming through now, sir."
894,Officer #2,Was that Rhodes?
895,Man,Is anyone there?
896,Woman,Let us out!
897,Tony Stark,The President. Now.
898,Savin,He's not here.
899,Tony Stark,"Walk away from that, you son of a bitch.  How many in the air?"
900,JARVIS,"Thirteen, sir."
901,Tony Stark,How many can I carry?
902,JARVIS,"Four, sir."
903,Tony Stark,"Slow down. Slow down, relax. What's your name? Heather?"
904,Heather,"Oh, God! No! No!"
905,Tony Stark,"Listen to me. See that guy? I'm gonna swing by, you're just gonna grab him. You got it?"
906,Heather,What? Oh!
907,Tony Stark,"I'll electrify your arm, you won't be able to open your hand. We can do this, Heather. Easy, see? Eleven more to go. Remember that game called Barrel of Monkeys? That's what we're going to do."
908,JARVIS,"18,000 feet."
909,Tony Stark,"Come on, people. Everybody, grab your monkey. Nice."
910,JARVIS,"10,000 feet. 6,000 feet."
911,Tony Stark,"Come on, people. Come on, come on, come on! Yeah!"
912,JARVIS,"1, 000 feet. 400 feet. 200 feet, sir."
913,Tony Stark,"He's a chunky monkey, let's get him. Hello."
914,Man,We made it!
915,Tony Stark,"Nice work, guys! Excellent. Good team effort all around. Go us. All right, Jarvis. But it's only half-done. We've still got to get Pepper..."
916,Rhodey,"Give me some good news, man."
917,Tony Stark,I think they all made it.
918,Rhodey,"Oh, thank God."
919,Tony Stark,"Yeah, but I missed the president."
920,Rhodey,"You couldn't save the president with the suit, how are we gonna save Pepper with nothing?"
921,Tony Stark,"Uh... Say, Jarvis, is it that time?"
922,JARVIS,"The House Party Protocol, sir?"
923,Tony Stark,Correct.
924,Aldrich Killian,Hi.
925,Pepper Potts,You think he's gonna help you? He won't.
926,Aldrich Killian,"Having you here is not just to motivate Tony Stark. It's, um... Well, it's actually more embarrassing than that. You're here as my, um..."
927,Pepper Potts,Trophy
928,Aldrich Killian,"Welcome aboard, Mr President. Ever hear of an elephant graveyard? Well, two years ago, the elephant in the room was this scow."
929,President Ellis,This is the Roxxon Norco.
930,Aldrich Killian,"And, of course, you'll remember that when she spilled a million gallons of crude off Pensacola, thanks to you, not one fat cat saw a day in court."
931,President Ellis,What do you want from me?
932,Aldrich Killian,"Uh, nothing, sir. I just needed a reason to kill you that would play well on TV. You see, I've moved on. I found myself a new political patron, and this time tomorrow, he'll have your job. String him up."
933,President Ellis,Hey!
934,Rhodey,"Come on. You're not gonna freak out on me, right?"
935,Tony Stark,I hope not.
936,Rhodey,"Oh, my God.  He's strung up over the oil tanker. They're gonna light him up, man."
937,Tony Stark,Viking funeral. Public execution.
938,Rhodey,"Yeah, death by oil."
939,Announcer,Broadcast will commence shortly. Take final positions.
940,Aldrich Killian,Okay. That's good. Now give me cameras A through E and we'll do a full tech rehearsal.
941,Rhodey,ls your gun up?
942,Tony Stark,Yep. What do I do?
943,Rhodey,"Stay on my six, cover high and don't shoot me in the back."
944,Tony Stark,"Six, high, back. Alright.  You see that? Nailed it."
945,Rhodey,"Yeah, you really killed the glass."
946,Tony Stark,You think I was aiming for the bulb? You can't hit a bulb at this distance.
947,Announcer,"All personnel, we have hostiles on east unit 12."
948,Man,Over there!
949,Announcer,"I repeat, hostiles on east unit 12."
950,Tony Stark,I'm out. Give me. You got extra magazines?
951,Rhodey,"They're not universal, Tony."
952,Tony Stark,"I know what I'm doing, I make this stuff. Give me another one."
953,Rhodey,Okay
954,Tony Stark,Give me one of yours.
955,Rhodey,I don't have one that fits that gun.
956,Tony Stark,"You've got, like, five of them. Here's what I'm going to do. Save my spot, ready?"
