,Character,Dialog
76,GENERAL LUCHKOV,This is not how I wanted the evening to go.
77,NATASHA ROMANOFF,"I know how you wanted this evening to go. Believe me, this is better."
78,LUCHKOV,"I'd like to know why they sent you to carry out a carrier, a stained glass and other random items."
79,NATASHA,I thought General Solohob was in charge of the export business.
80,LUCHKOV,Solohob? Your reputation is quite a progression. The famous Black Widow. Nothing but a pretty face.
81,NATASHA,You really think I'm pretty?
82,LUCHKOV,"We do not need the Lermontov to transfer the tanks. Tell him, well...  You may have to write it down."
83,WEASELY THUG,Ya?  It's for you.
84,LUCHKOV,Who the hell is...
85,COULSON,"You're at 114 Solenski Plaza, 3rd floor. We have an F22 exactly 8 miles out. Put the woman on the phone or I will blow up the block before you can make the lobby."
86,COULSON,We need you to come in.
87,NATASHA,Are you kidding? I'm working!
88,COULSON,This takes precedence.
89,NATASHA,I'm in the middle of an interrogation and this moron is giving me everything.
90,LUCHKOV,I don't give everything.
91,NATASHA,"Look, you can't pull me out of this right now."
92,COULSON,Natasha. Barton's been compromised.
93,NATASHA,Let me put you on hold.
94,NATASHA,Where's Barton now?
95,COULSON,We don't know.
96,NATASHA,But he's alive.
97,COULSON,"We think so. I'll brief you on everything when you get back. But first, we need you to talk to the big guy."
98,NATASHA,"Coulson, you know that Stark only trusts me about as far as he can throw me."
99,COULSON,"No, I've got Stark. You get the big guy."
100,NATASHA,
101,ATTENDING WOMAN,What are you doing here?! Get out! You shouldn't be here.
102,LITTLE GIRL,I have to see the doctor. It's my father.
103,BRUCE,Calm down. What's wrong?
104,LITTLE GIRL,My father...
105,BRUCE,Is he like them?
106,LITTLE GIRL,Please.
107,BRUCE,"Should have gotten paid up front, Banner."
108,NATASHA,"You know, for a man who's supposed to be avoiding stress, you picked a hell of a place to settle."
109,BRUCE,Avoiding stress isn't the secret.
110,NATASHA,"Then, what is it? Yoga?"
111,BANNER,"You brought me to the edge of the city, smart. I uh... assume the whole place is surrounded?"
112,NATASHA,Just you and me.
113,BRUCE,"And your actress buddy, is she a spy too? Do they start that young?"
114,NATASHA,I did.
115,BRUCE,Who are you?
116,NATASHA,Natasha Romanoff.
117,BRUCE,"Are you here to kill me, Miss Romanoff? Because that's not gonna work out for everyone."
118,NATASHA,No. No. Of course not. I'm here on behalf of SHIELD.
119,BRUCE,SHIELD. How did they find me?
120,NATASHA,"We never lost you, doctor. We've kept our distance, even helped keep some other interested parties off your scent."
121,BRUCE,Why?
122,NATASHA,Nick Fury seems to trust you. But now I need you to come in.
123,BRUCE,What if I said no?
124,NATASHA,I'll persuade you.
125,BRUCE,And what if the... other guy says no?
126,NATASHA,You've been more than a year without an incident. I don't think you wanna break that streak.
127,BRUCE,I don't always get what I want.
128,NATASHA,"Doctor, we're facing a potential global catastrophe."
129,BRUCE,"Well, those I actively try to avoid."
130,NATASHA,This is the Tesseract. It has the potential energy to wipe out the planet.
131,BRUCE,What does Fury want me to do? Swallow it?
132,NATASHA,"Well, he wants you to find it. It's been taken. It emits a gamma signature that's too weak for us to trace. There's no one that knows gamma radiation like you do. If there was, that's where I'd be."
133,BRUCE,So Fury isn't after the monster?
134,NATASHA,Not that he's told me.
135,BRUCE,And he tells you everything?
136,NATASHA,"Talk to Fury, he needs you on this."
137,BRUCE,He needs me in a cage?
138,NATASHA,No one's gonna put you in a...
139,BRUCE,STOP LYING TO ME!
140,BRUCE,"I'm sorry, that was mean. I just wanted to see what you'd do. Why don't we do this the easy way, where you don't use that, and the other guy doesn't make a mess? Okay? Natasha..."
141,NATASHA,Stand down. We're good here.
142,BRUCE,Just you and me?
143,COUNCIL MEMBER 1,"This is out of line, Director. You're dealing with forces you can't control."
144,FURY,"You ever been in a war, Councilman? In a firefight? Did you feel an overabundance of control?"
145,COUNCIL MEMBER 1,You saying that this Asgard has declared war on our planet?
146,FURY,"Not Asgard, Loki."
147,COUNCIL MEMBER 2,He can't be working alone. What about the other one? His brother.
148,FURY,"Our intelligence says, Thor is not a hostile. But he's worlds away, we can't depend on him to help. It's up to us."
149,COUNCIL MEMBER 1,"Which is why you should be focusing on phase 2, it was designed for exactly..."
150,FURY,"PHASE 2 isn't ready, our enemy is. We need a response team."
151,COUNCIL MEMBER 1,The Avengers Initiative was shut down.
152,FURY,This isn't about The Avengers.
153,COUNCIL MEMBER 1,We're running the world's greatest covert security network and you're gonna leave the fate of human race to a handful of freaks.
154,FURY,"I'm not leaving anything to anyone. We need a response team. These people maybe isolated, unbalanced even, but I believe with the right push they can be exactly what we need."
155,COUNCIL MEMBER 2,You believe?
156,COUNCIL MEMBER 1,"War isn't won by sentiment, Director."
157,FURY,"No, it's won by soldiers."
158,STEVE,There's not enough time! I gotta put her in the water!
159,PEGGY CARTER,You won't be alone.
160,SHIELD SCIENCETIST,Oh my god!
161,SHIELD SCIENCETIST,This guy is still alive!
162,FURY,Trouble sleeping?
163,STEVE,"I slept for seventy years, sir. I think I've had my fill."
164,FURY,"Then you should be out, celebrating, seeing the world."
165,STEVE,"I went under, the world was at war, I wake up, they say we won. They didn't say what we lost."
166,FURY,We've made some mistakes along the way. Some very recently.
167,STEVE,"You here with a mission, sir?"
168,FURY,I am.
169,STEVE,Trying to get me back in the world?
170,FURY,Trying to save it.
171,STEVE,Hydra's secret weapon.
172,FURY,"Howard Stark fished that out of the ocean when he was looking for you. He thought what we think, the Tesseract could be the key to unlimited sustainable energy. That's something the world sorely needs."
173,STEVE,Who took it from you?
174,FURY,He's called Loki. He's not from around here. There's a lot we'll have to bring you up to speed on if you're in. The world has gotten even stranger than you already know.
175,STEVE,"At this point, I doubt anything would surprise me."
176,FURY,Ten bucks says you're wrong. There's a debriefing package waiting for you back at your apartment.
177,FURY,Is there anything you can tell us about the Tesseract that we ought to know now?
178,STEVE,You should have left it in the ocean.
179,TONY,You're good on this end. The rest is up to you.
180,PEPPER POTTS,You disconnected the transition lines? Are we off the grid?
181,TONY,Stark Tower is about to become a beacon of self-sustaining clean energy.
182,PEPPER,"Wow. So maybe our reactor takes over, and it actually works?"
183,TONY,I assume. Light her up.
184,PEPPER,How does it look?
185,TONY,"Like Christmas, but with more... me."
186,TONY,"Pepper, you're killing me. Remember the moment? Enjoy the moment."
187,PEPPER,Then get in here and I will.
188,JARVIS,"Sir, Agent Coulson of SHIELD is on the line."
189,TONY,I'm not in. I'm actually out.
190,JARVIS,"Sir, I'm afraid he's insisting."
191,TONY,"Grow a spine, Jarvis. I got a date."
192,PEPPER,Levels are holding steady... I think.
193,TONY,"Of course they are, I was directly involved. Which brings me to my next question: how does it feel to be a genius?"
194,PEPPER,"Well, ha, I really wouldn't know now, would I?"
195,TONY,What do you mean? All this came from you.
196,PEPPER,No. All this came from that.
197,TONY,"Give yourself some credit, please. Stark Tower is your baby. Give yourself... twelve percent of the credit."
198,PEPPER,Twelve percent?
199,TONY,An argument can be made for fifteen.
200,PEPPER,Twelve percent? For my baby?
201,TONY,"Well, I did do all the heavy lifting. Literally, I lifted the heavy things. And sorry, but the security snafu? That was on you."
202,PEPPER,Oooooh.
203,TONY,My private elevator...
204,PEPPER,You mean our elevator?
205,TONY,"Was steaming with sweaty workmen. I'm going to pay for that comment about percentages in some subtle way later, aren't I?"
206,PEPPER,Not gonna be that subtle.
207,TONY,I'll tell you what. Next building's gonna say 'Potts' on the tower.
208,PEPPER,On the lease.
209,TONY,"Call your mom, can you bunk over?"
210,JARVIS,"Sir, the telephone. I'm afraid my protocols are being overwritten."
211,COULSON,"Stark, we need to talk."
212,TONY,"You have reached the life model decoy of Tony Stark, please leave a message."
213,COULSON,This is urgent.
214,TONY,Then leave it urgently.  That's on you.
215,COULSON,Mr. Stark
216,PEPPER,Phil! Come in.
217,TONY,"Phil? Uh, his first name is Agent."
218,PEPPER,"Come on in, we're celebrating."
219,COULSON,I can't stay
220,TONY,Which is why he can't stay.
221,COULSON,We need you to look this over.  Soon as possible.
222,TONY,I don't like being handed things.
223,PEPPER,"That's alright, 'cause I love to be handed things. So, let's trade.  Thank you."
224,TONY,Official consulting hours are between eight and five every other Thursday.
225,COULSON,This isn't a consultation.
226,PEPPER,Is this about The Avengers? Which I...I know nothing about.
227,TONY,"The Avengers Initiative was scrapped, I thought. And I didn't even qualify."
228,PEPPER,I didn't know that either.
229,TONY,"Yeah, apparently I'm volatile, self-obsessed, don't play well with others."
230,PEPPER,That I did know.
231,COULSON,This isn't about personality profiles anymore.
232,TONY,"Whatever. Miss Potts, got a minute?"
233,TONY,"You know, I thought we were having a moment."
234,PEPPER,"I was having twelve percent of a moment. This seems serious, Phil's pretty shaken."
235,TONY,How did you notice? Why is he Phil?
236,PEPPER,What is all of this?
237,TONY,"This is, uh...  This."
238,PEPPER,I'm going to take the jet to DC tonight.
239,TONY,Tomorrow.
240,PEPPER,You've got homework. You've got a lot of homework.
241,TONY,"Well, what if I didn't?"
242,PEPPER,If you didn't?
243,TONY,Yeah.
244,PEPPER,You mean if you finished?
245,TONY,Square deal. It's the last date.
246,PEPPER,Work hard.
247,PILOT,"We're about forty minutes out from base, sir."
248,STEVE,"So, this Doctor Banner was trying to replicate the serum that was used on me?"
249,COULSON,A lot of people were. You were the world's first superhero. Banner thought gamma radiation might hold the key to unlocking Erskine's original formula.
250,STEVE,"Didn't really go his way, did it?"
251,COULSON,"Not so much. When he's not that thing though, guy's like a Stephen Hawking.  I mean, I was... I was present while you were unconscious from the ice. You know, it's really, it's just a... just a huge honor to have you on board."
252,STEVE,"Well, I hope I'm the man for the job."
253,COULSON,"Oh, you are. Absolutely. Uh... we've made some modifications to the uniform. I had a little design input."
254,STEVE,The uniform? Aren't the stars and stripes a little... old fashioned?
255,COULSON,"With everything that's happening, the things that are about to come to light, people might just need a little old fashioned."
256,THE OTHER,The Chitauri grow restless
257,LOKI,Let them go at themselves. I will lead them into glorious battle.
258,THE OTHER,Battle? Against the meager might of Earth?
259,LOKI,"Glorious, not lengthy. If your force is as formidable as you claim."
260,THE OTHER,"You question us? You question him? He who put the scepter in your hand, who gave you ancient knowledge and new purpose when you were cast out, defeated?"
261,LOKI,I was a king! The rightful kind of Asgard! Betrayed!
262,THE OTHER,"Your ambition is little, born of childish need. We look beyond the Earth to greater worlds the Tesseract will unveil."
263,LOKI,"You don't have the Tesseract yet.  I don't threaten, but until I open the doors, until your force is mine to command, you are but words."
264,THE OTHER,"You will have your war, Asgardian. If you fail, if the Tesseract is kept from us, there will be no realm, no barren moon, no crevice where he can't find you. You think you know pain? He will make you long for something as sweet as pain."
265,COULSON,"Agent Romanoff, Captain Rogers."
266,STEVE,Ma'am?
267,NATASHA,Hi.  They need you on the bridge. They're starting the face-trace.
268,COULSON,See you there.
269,NATASHA,"It was quite the buzz around here, finding you in the ice. I thought Coulson was gonna swoon. Did he ask you to sign his Captain America trading cards yet?"
270,STEVE,Trading cards?
271,NATASHA,"They're vintage, he's very proud."
272,STEVE,Dr. Banner.
273,BRUCE,"Oh, yeah. Hi. They told me you'd be coming."
274,STEVE,Word is you can find the cube.
275,BRUCE,Is that the only word on me?
276,STEVE,Only word I care about.
277,BRUCE,"It must be strange for you, all of this."
278,STEVE,"Well, this is actually kind of familiar."
279,NATASHA,"Gentlemen, you might want to step inside in a minute. It's gonna get a little hard to breath."
280,STEVE,Is this a submarine?
281,BRUCE,"Really? They wanted me in a submerged, pressurized metal container?"
282,BRUCE,"Oh, no. This is much worse."
283,HILL,"We're at lock, sir."
284,FURY,Good. Let's vanish.
285,FURY,"Gentlemen.  Doctor, thank you for coming."
286,BRUCE,"Thanks for asking nicely. So, uh... how long am I staying?"
287,FURY,"Once we get our hands on the Tesseract, you're in the clear."
288,BRUCE,Where are you with that?
289,COULSON,"We're sweeping every wirelessly accessible camera on the planet. Cellphones, laptops. If it's connected to a satellite, it's eyes and ears for us."
